model,condition,raw_bytes,gzip_ratio,lzma_ratio,zstd22_ratio,brotli_ratio,trigram_entropy,pentgram_entropy,mattr_w200,log_len,contrast
gpt-5.4-nano,narrative_cot,11055,0.431026684758028,0.42478516508367253,0.4182722749886929,0.33821800090456805,10.312505254893061,12.239403933326743,0.7408835208471211,9.310638093291546,1.0
claude-haiku-4-5,narrative_cot,5594,0.4410082230961745,0.4504826599928495,0.43296388988201645,0.3423310690025027,10.001576033667547,11.460051975352586,0.7466045380875203,8.629449873761905,1.0
claude-haiku-4-5,narrative_cot,4386,0.449156406748746,0.46694026447788417,0.4411764705882353,0.3492932056543548,9.827978425533024,11.233772199498615,0.7323777777777779,8.386172928977834,1.0
claude-sonnet-4-6,narrative_cot,8911,0.43272360004488836,0.43137694983727976,0.4182471103130962,0.34261025698574793,10.183928909532309,11.953077653498424,0.7027360774818402,9.09504174761272,1.0
grok-4-1-fast-reasoning,narrative_cot,4769,0.49800796812749004,0.5074439085762215,0.4900398406374502,0.40239043824701193,10.239712721232271,11.536960883428009,0.7830311890838206,8.469891918298224,1.0
grok-4-1-fast-reasoning,narrative_cot,4451,0.4727027634239497,0.4879802291619861,0.4607953268928331,0.3751965850370703,10.049010279903456,11.352241552311723,0.7446652267818574,8.400884069015854,1.0
claude-haiku-4-5,standard_cot,1431,0.5408805031446541,0.623340321453529,0.5443745632424878,0.4129979035639413,9.191314032161758,10.08386562214114,0.7381249999999999,7.266128779556451,-1.0
claude-haiku-4-5,narrative_cot,6759,0.4392661636336736,0.4462198550081373,0.428317798490901,0.34398579671549046,10.032220408590492,11.701340421820614,0.7310149082568806,8.818630229100354,1.0
gpt-5.4-nano,narrative_cot,10934,0.43918053777208704,0.4338759831717578,0.42463874154014997,0.34808853118712274,10.344370352958782,12.312373277612693,0.7578452301534356,9.299632479454944,1.0
gpt-5.4-nano,narrative_cot,9119,0.4424827283693387,0.44215374492817194,0.42987169645794493,0.36111415725408486,10.248288904826024,12.147287907036482,0.7455627376425855,9.118115427933665,1.0
grok-4-1-fast-reasoning,standard_cot,4245,0.5137809187279152,0.5305064782096585,0.5069493521790341,0.4070671378091873,10.22167724026426,11.458913673862414,0.8178276699029126,8.353497098745448,-1.0
gpt-5.4-nano,standard_cot,2395,0.5194154488517745,0.5611691022964509,0.5198329853862212,0.39791231732776616,9.5872246952083,10.666114852455173,0.7557467532467533,7.781138509845015,-1.0
claude-haiku-4-5,standard_cot,1588,0.5780856423173804,0.6423173803526449,0.5780856423173804,0.44710327455919396,9.548235742889917,10.321487422763232,0.8254081632653061,7.370230641807081,-1.0
claude-haiku-4-5,standard_cot,1643,0.5423006695069994,0.6086427267194157,0.5423006695069994,0.3998782714546561,9.354184138086758,10.231637959491197,0.7274107142857142,7.404279118037268,-1.0
claude-haiku-4-5,standard_cot,1568,0.5829081632653061,0.6581632653061225,0.5803571428571429,0.42538265306122447,9.561858869404164,10.342300844814046,0.82046875,7.357556200910353,-1.0
claude-sonnet-4-6,narrative_cot,6692,0.4361924686192469,0.44172145845786015,0.42393903167961744,0.34055588762701733,10.017206098611931,11.661277210076193,0.688927355278093,8.808668062106715,1.0
gpt-5.4-nano,standard_cot,2969,0.5031997305490064,0.5362074772650725,0.4991579656449983,0.3600538901987201,9.76021370308039,10.875366627252655,0.7576168224299065,7.99598047476376,-1.0
grok-4-1-fast-reasoning,narrative_cot,4756,0.4871740958788898,0.5004205214465938,0.4781328847771236,0.3801513877207738,10.161120992242516,11.498360344974028,0.793959595959596,8.467162257810672,1.0
gpt-5.4-nano,narrative_cot,12481,0.4246454611008733,0.4166332825895361,0.41062414870603314,0.34059770851694576,10.353317276898713,12.379208687725633,0.7529433221099888,9.431962766918454,1.0
gpt-5.4-nano,standard_cot,3220,0.5074534161490684,0.537888198757764,0.5055900621118012,0.40062111801242234,9.887139935607907,11.044520024504992,0.7284415584415584,8.077136638538454,-1.0
grok-4-1-fast-reasoning,narrative_cot,4264,0.4845215759849906,0.5037523452157598,0.475844277673546,0.38555347091932457,10.016267935633618,11.339304679422186,0.7770644391408116,8.357962965845681,1.0
